datetime,humidity,pressure,temperature,weather_description,wind_direction,wind_speed
2016-01-09 19:00:00,89.0,1009.0,275.892166115,light rain,313.0,3.0
2016-01-09 20:00:00,93.0,1008.0,275.62,light snow,360.0,5.0
2016-01-09 21:00:00,89.0,1008.0,274.982271483,moderate rain,355.0,3.0
2016-01-09 22:00:00,86.0,1008.0,274.28,fog,350.0,2.0
2016-01-09 23:00:00,92.0,1015.0,274.24422094700003,light rain,347.0,4.0
2016-01-10 00:00:00,86.0,1008.0,273.88,mist,330.0,4.0
2016-01-10 01:00:00,91.0,1008.0,273.67496456,light rain,330.0,5.0
2016-01-10 02:00:00,100.0,1008.0,273.38,mist,330.0,7.0
2016-01-10 03:00:00,96.0,1008.0,272.728819574,light rain,330.0,7.0
2016-01-10 04:00:00,92.0,1008.0,271.96,mist,330.0,7.0
2016-01-10 05:00:00,95.0,1014.0,271.623561003,light rain,328.0,8.0
2016-01-10 06:00:00,100.0,1006.0,269.52,light snow,330.0,7.0
2016-01-10 07:00:00,79.0,1006.0,267.84,mist,310.0,6.0
2016-01-10 08:00:00,79.0,1006.0,267.850340708,light rain,310.0,6.0
2016-01-10 09:00:00,79.0,1007.0,267.474348183,overcast clouds,319.0,7.0
2016-01-10 10:00:00,79.0,1009.0,267.1,light snow,330.0,9.0
2016-01-10 11:00:00,89.0,1016.0,268.00530093,light rain,328.0,10.0
2016-01-10 12:00:00,79.0,1009.0,265.65,light snow,300.0,10.0
2016-01-10 13:00:00,78.0,1010.0,264.765983915,overcast clouds,313.0,9.0
2016-01-10 14:00:00,78.0,1013.0,263.74,light snow,330.0,8.0
2016-01-10 15:00:00,78.0,1015.0,262.9,light snow,310.0,7.0
2016-01-10 16:00:00,66.0,1014.0,263.26,light snow,310.0,8.0
2016-01-10 17:00:00,66.0,1015.0,263.14,haze,300.0,7.0
2016-01-10 18:00:00,66.0,1015.0,263.21,light snow,280.0,6.0
2016-01-10 19:00:00,78.0,1015.0,262.91,haze,290.0,6.0
2016-01-10 20:00:00,80.0,1016.0,262.982465505,light rain,290.0,6.0
2016-01-10 21:00:00,78.0,1017.0,262.29,haze,290.0,7.0
2016-01-10 22:00:00,77.0,1017.0,261.390496434,broken clouds,280.0,7.0
2016-01-10 23:00:00,77.0,1018.0,260.41,broken clouds,270.0,7.0
2016-01-11 00:00:00,77.0,1018.0,259.685461684,scattered clouds,265.0,7.0
2016-01-11 01:00:00,77.0,1019.0,258.9,sky is clear,260.0,6.0
2016-01-11 02:00:00,88.0,1025.0,259.182326818,sky is clear,265.0,7.0
2016-01-11 03:00:00,71.0,1019.0,258.37,sky is clear,280.0,6.0
2016-01-11 04:00:00,77.0,1019.0,257.44,sky is clear,280.0,6.0
2016-01-11 05:00:00,77.0,1019.0,257.440613037,sky is clear,279.0,6.0
2016-01-11 06:00:00,65.0,1019.0,256.53,few clouds,270.0,7.0
2016-01-11 07:00:00,77.0,1019.0,256.48,sky is clear,280.0,6.0
2016-01-11 08:00:00,78.0,1019.0,256.48457362700003,sky is clear,279.0,6.0
2016-01-11 09:00:00,77.0,1020.0,256.36,sky is clear,280.0,4.0
2016-01-11 10:00:00,70.0,1019.0,255.47,sky is clear,270.0,2.0
2016-01-11 11:00:00,71.0,1019.0,255.48902654900002,sky is clear,270.0,2.0
2016-01-11 12:00:00,84.0,1019.0,255.19,sky is clear,250.0,2.0
2016-01-11 13:00:00,80.0,1019.0,255.40028896200002,sky is clear,253.0,3.0
2016-01-11 14:00:00,77.0,1019.0,255.62,sky is clear,257.0,4.0
2016-01-11 15:00:00,74.0,1019.0,256.720350584,scattered clouds,239.0,3.0
2016-01-11 16:00:00,71.0,1019.0,257.9,light snow,220.0,1.0
2016-01-11 17:00:00,78.0,1017.0,261.4,light snow,170.0,3.0
2016-01-11 18:00:00,78.0,1016.0,261.435776,overcast clouds,169.0,3.0
2016-01-11 19:00:00,85.0,1016.0,262.44,light snow,160.0,3.0
2016-01-11 20:00:00,92.0,1021.0,263.590624321,light snow,174.0,3.0
2016-01-11 21:00:00,79.0,1012.0,264.56,light rain,160.0,5.0
2016-01-11 22:00:00,73.0,1011.0,265.51465977099997,overcast clouds,155.0,5.0
2016-01-11 23:00:00,67.0,1011.0,266.52,mist,150.0,4.0
2016-01-12 00:00:00,79.0,1010.0,266.981117178,overcast clouds,154.0,3.0
2016-01-12 01:00:00,92.0,1009.0,267.48,mist,160.0,3.0
2016-01-12 02:00:00,95.0,1015.0,268.600510158,light snow,192.0,5.0
2016-01-12 03:00:00,79.0,1007.0,268.97,light rain,220.0,6.0
2016-01-12 04:00:00,73.0,1005.0,269.59,mist,250.0,9.0
2016-01-12 05:00:00,73.0,1005.0,269.564006307,snow,250.0,9.0
2016-01-12 06:00:00,67.0,1005.0,267.2,haze,260.0,10.0
2016-01-12 07:00:00,67.0,1006.0,265.86,haze,260.0,7.0
2016-01-12 08:00:00,67.0,1006.0,265.837762931,snow,260.0,7.0
2016-01-12 09:00:00,72.0,1006.0,265.43,light snow,300.0,7.0
2016-01-12 10:00:00,72.0,1007.0,265.02,mist,300.0,7.0
2016-01-12 11:00:00,67.0,1007.0,264.21,mist,290.0,7.0
2016-01-12 12:00:00,65.0,1010.0,261.98,haze,310.0,7.0
2016-01-12 13:00:00,64.0,1010.0,261.922119441,scattered clouds,310.0,7.0
2016-01-12 14:00:00,60.0,1011.0,260.52,haze,310.0,8.0
2016-01-12 15:00:00,62.0,1012.0,260.092432469,scattered clouds,310.0,8.0
2016-01-12 16:00:00,65.0,1015.0,259.59,light snow,310.0,8.0
2016-01-12 17:00:00,65.0,1017.0,260.45,haze,300.0,11.0
2016-01-12 18:00:00,64.0,1017.0,260.46694312799997,scattered clouds,299.0,11.0
2016-01-12 19:00:00,56.0,1017.0,260.9,haze,280.0,9.0
2016-01-12 20:00:00,77.0,1024.0,261.62983834799996,snow,284.0,8.0
2016-01-12 21:00:00,66.0,1018.0,261.51,sky is clear,300.0,7.0
2016-01-12 22:00:00,68.0,1019.0,261.240182517,sky is clear,290.0,6.0
2016-01-12 23:00:00,71.0,1021.0,260.95,sky is clear,280.0,6.0
2016-01-13 00:00:00,68.0,1021.0,260.281046141,sky is clear,284.0,5.0
2016-01-13 01:00:00,65.0,1022.0,259.54,sky is clear,290.0,5.0
2016-01-13 02:00:00,82.0,1029.0,259.604668332,sky is clear,290.0,5.0
2016-01-13 03:00:00,71.0,1022.0,258.85,sky is clear,280.0,4.0
2016-01-13 04:00:00,71.0,1023.0,257.03,sky is clear,280.0,4.0
2016-01-13 05:00:00,71.0,1023.0,257.03976341099997,sky is clear,280.0,4.0
2016-01-13 06:00:00,60.0,1022.0,256.77,sky is clear,260.0,4.0
2016-01-13 07:00:00,63.0,1022.0,256.606326621,sky is clear,269.0,3.0
2016-01-13 08:00:00,77.0,1022.0,255.95,sky is clear,310.0,2.0
2016-01-13 09:00:00,77.0,1022.0,255.875909843,sky is clear,275.0,2.0
2016-01-13 10:00:00,77.0,1023.0,255.8,sky is clear,240.0,2.0
2016-01-13 11:00:00,70.0,1022.0,255.59,sky is clear,230.0,3.0
2016-01-13 12:00:00,70.0,1021.0,255.59150993400002,sky is clear,229.0,3.0
2016-01-13 13:00:00,92.0,992.0,255.71300955200002,sky is clear,192.0,3.0
2016-01-13 14:00:00,84.0,943.0,256.54,few clouds,135.0,2.0
2016-01-13 15:00:00,81.0,976.0,257.642027027,scattered clouds,159.0,3.0
2016-01-13 16:00:00,78.0,1019.0,259.04,light snow,190.0,4.0
2016-01-13 17:00:00,88.0,1025.0,259.754711798,light snow,203.0,5.0
2016-01-13 18:00:00,78.0,1017.0,261.3,light snow,180.0,4.0
2016-01-13 19:00:00,78.0,1015.0,262.186534139,overcast clouds,184.0,5.0
2016-01-13 20:00:00,78.0,1013.0,263.15,light snow,190.0,6.0
2016-01-13 21:00:00,72.0,1012.0,264.355129548,overcast clouds,180.0,6.0
2016-01-13 22:00:00,67.0,1012.0,265.72,light snow,170.0,6.0
2016-01-13 23:00:00,82.0,1018.0,266.315333723,light snow,196.0,6.0
2016-01-14 00:00:00,73.0,1012.0,267.31,overcast clouds,180.0,4.0
2016-01-14 01:00:00,75.0,1011.0,267.392063602,scattered clouds,198.0,4.0
2016-01-14 02:00:00,79.0,1011.0,267.49,sky is clear,220.0,4.0
2016-01-14 03:00:00,79.0,1010.0,267.64498333299997,few clouds,210.0,3.0
2016-01-14 04:00:00,79.0,1010.0,267.83,scattered clouds,200.0,3.0
2016-01-14 05:00:00,68.0,1009.0,268.97,sky is clear,220.0,3.0
2016-01-14 06:00:00,68.0,1008.0,268.970793563,sky is clear,219.0,3.0
2016-01-14 07:00:00,74.0,1008.0,269.08,sky is clear,210.0,2.0
2016-01-14 08:00:00,74.0,1008.0,269.09314928599997,sky is clear,210.0,2.0
2016-01-14 09:00:00,79.0,1007.0,269.445883311,sky is clear,205.0,3.0
2016-01-14 10:00:00,86.0,1007.0,269.82,sky is clear,200.0,4.0
2016-01-14 11:00:00,92.0,1014.0,270.349399491,scattered clouds,210.0,4.0
2016-01-14 12:00:00,80.0,1007.0,271.53,overcast clouds,210.0,3.0
2016-01-14 13:00:00,82.0,1006.0,271.82756211599997,broken clouds,196.0,3.0
2016-01-14 14:00:00,86.0,1006.0,272.18,broken clouds,180.0,4.0
2016-01-14 15:00:00,92.0,1006.0,272.71305618900004,scattered clouds,184.0,3.0
2016-01-14 16:00:00,100.0,1006.0,273.37,sky is clear,190.0,3.0
2016-01-14 17:00:00,100.0,1012.0,274.07433165,sky is clear,202.0,4.0
2016-01-14 18:00:00,69.0,1005.0,276.43,sky is clear,210.0,5.0
2016-01-14 19:00:00,83.0,1004.0,277.40865018700003,sky is clear,210.0,5.0
2016-01-14 20:00:00,100.0,1003.0,278.49,sky is clear,210.0,5.0
2016-01-14 21:00:00,88.0,1002.0,279.165648237,sky is clear,210.0,7.0
2016-01-14 22:00:00,75.0,1002.0,279.93,sky is clear,210.0,8.0
2016-01-14 23:00:00,87.0,1008.0,278.291653585,sky is clear,210.0,7.0
2016-01-15 00:00:00,75.0,1002.0,278.13,sky is clear,200.0,5.0
2016-01-15 01:00:00,77.0,1001.0,278.291442281,sky is clear,195.0,5.0
2016-01-15 02:00:00,80.0,1001.0,278.49,mist,190.0,5.0
2016-01-15 03:00:00,73.0,1001.0,278.512865985,sky is clear,185.0,5.0
2016-01-15 04:00:00,65.0,1001.0,278.54,sky is clear,180.0,4.0
2016-01-15 05:00:00,80.0,1007.0,278.053554765,sky is clear,190.0,6.0
2016-01-15 06:00:00,70.0,1001.0,278.65,sky is clear,190.0,4.0
2016-01-15 07:00:00,75.0,1000.0,278.74,sky is clear,190.0,6.0
2016-01-15 08:00:00,75.0,1000.0,278.72555628599997,sky is clear,190.0,6.0
2016-01-15 09:00:00,80.0,998.0,278.793235684,sky is clear,199.0,7.0
2016-01-15 10:00:00,86.0,997.0,278.85,sky is clear,210.0,9.0
2016-01-15 11:00:00,91.0,1003.0,278.33577993299997,scattered clouds,204.0,8.0
